ClaimID,ScenarioID,CustomerID,ProductID,ProductCategory,Brand,ModelNumber,SerialNumber,PurchaseDate,ClaimDate,FaultDate,WarrantyDurationMonths,WarrantyExpiryDate,WarrantyStatus,WarrantyRemainingDays,ExtendedWarranty,FaultType,DamageType,FaultCovered,ClaimReportingWithinPeriod,ReceiptAvailable,WarrantyCardAvailable,ProductImageAvailable,SerialEvidenceAvailable,FaultEvidenceAvailable,RepairReportAvailable,PreviousRepair,RepairCount,RepairAuthorized,PreviousReplacement,ReplacementWithinWarranty,SerialNumberMatch,ProductModelConsistent,DuplicateClaimIndicator,DocumentDuplicateIndicator,ContradictionIndicator,RequiredDocumentsComplete,PurchaseProofAvailable,PriorClaimCount,ClaimAmount,PreviousRepairCost,OCRConfidence,ClaimSubmissionChannel,ClaimClass
CLM00066,VALID_66,CUS00066,PROD00066,Smartphone,Aster,AST-SMA-0066,SN-2026-000066,2023-06-16,2026-03-16,2026-03-07,36,2026-06-16,Active,92,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1271.42,0.0,0.966,Mobile App,Valid Claim
CLM00067,VALID_67,CUS00067,PROD00067,Laptop,NovaTech,NOV-LAP-0067,SN-2026-000067,2023-11-02,2024-10-02,2024-09-27,36,2026-11-02,Active,761,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2256.66,0.0,0.965,Web,Valid Claim
CLM00068,VALID_68,CUS00068,PROD00068,Refrigerator,NovaTech,NOV-REF-0068,SN-2026-000068,2024-02-17,2024-12-17,2024-12-10,12,2025-02-17,Active,62,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,481.96,0.0,0.972,Service Center,Valid Claim
CLM00069,VALID_69,CUS00069,PROD00069,Camera,HomePro,HOM-CAM-0069,SN-2026-000069,2024-09-21,2025-04-21,2025-04-10,12,2025-09-21,Active,153,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,363.66,0.0,0.981,Email,Valid Claim
CLM00070,VALID_70,CUS00070,PROD00070,Air Conditioner,HomePro,HOM-AIR-0070,SN-2026-000070,2024-10-04,2026-10-04,2026-10-03,36,2027-10-04,Active,365,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1582.86,0.0,0.982,Email,Valid Claim
CLM00071,VALID_71,CUS00071,PROD00071,Printer,PrimeView,PRI-PRI-0071,SN-2026-000071,2025-06-18,2025-12-18,2025-12-08,24,2027-06-18,Active,547,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2933.91,0.0,0.928,Mobile App,Valid Claim
CLM00072,VALID_72,CUS00072,PROD00072,Laptop,NovaTech,NOV-LAP-0072,SN-2026-000072,2026-01-25,2028-08-25,2028-08-16,36,2029-01-25,Active,153,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1050.88,0.0,0.917,Service Center,Valid Claim
CLM00073,VALID_73,CUS00073,PROD00073,Printer,NovaTech,NOV-PRI-0073,SN-2026-000073,2025-05-22,2026-01-22,2026-01-14,12,2026-05-22,Active,120,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2168.02,0.0,0.977,Email,Valid Claim
CLM00074,VALID_74,CUS00074,PROD00074,Refrigerator,PrimeView,PRI-REF-0074,SN-2026-000074,2025-12-09,2026-07-09,2026-07-06,12,2026-12-09,Active,153,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2148.54,0.0,0.972,Mobile App,Valid Claim
CLM00075,VALID_75,CUS00075,PROD00075,Washing Machine,Aster,AST-WAS-0075,SN-2026-000075,2026-01-25,2026-11-25,2026-11-23,12,2027-01-25,Active,61,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1039.71,0.0,0.912,Web,Valid Claim
CLM00076,VALID_76,CUS00076,PROD00076,Printer,PrimeView,PRI-PRI-0076,SN-2026-000076,2026-02-27,2028-08-27,2028-08-18,36,2029-02-27,Active,184,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2785.16,0.0,0.987,Email,Valid Claim
CLM00077,VALID_77,CUS00077,PROD00077,Television,Aster,AST-TEL-0077,SN-2026-000077,2025-04-04,2025-07-04,2025-06-26,12,2026-04-04,Active,274,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1207.31,0.0,0.921,Web,Valid Claim
CLM00078,VALID_78,CUS00078,PROD00078,Smartphone,PrimeView,PRI-SMA-0078,SN-2026-000078,2026-03-14,2026-07-14,2026-07-07,24,2028-03-14,Active,609,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2481.62,0.0,0.922,Email,Valid Claim
CLM00079,VALID_79,CUS00079,PROD00079,Washing Machine,Aster,AST-WAS-0079,SN-2026-000079,2025-02-07,2025-06-07,2025-05-29,12,2026-02-07,Active,245,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1689.98,0.0,0.974,Service Center,Valid Claim
CLM00080,VALID_80,CUS00080,PROD00080,Printer,PrimeView,PRI-PRI-0080,SN-2026-000080,2023-10-27,2024-08-27,2024-08-20,24,2025-10-27,Active,426,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2272.82,0.0,0.921,Service Center,Valid Claim
CLM00081,VALID_81,CUS00081,PROD00081,Smartphone,Aster,AST-SMA-0081,SN-2026-000081,2023-03-06,2024-12-06,2024-12-05,24,2025-03-06,Active,90,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1938.2,157.88,0.933,Mobile App,Valid Claim
CLM00082,VALID_82,CUS00082,PROD00082,Air Conditioner,PrimeView,PRI-AIR-0082,SN-2026-000082,2023-07-03,2024-07-03,2024-06-22,24,2025-07-03,Active,365,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2373.88,0.0,0.902,Web,Valid Claim
CLM00083,VALID_83,CUS00083,PROD00083,Television,HomePro,HOM-TEL-0083,SN-2026-000083,2023-04-18,2024-07-18,2024-07-10,24,2025-04-18,Active,274,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2547.75,0.0,0.988,Email,Valid Claim
CLM00084,VALID_84,CUS00084,PROD00084,Refrigerator,PrimeView,PRI-REF-0084,SN-2026-000084,2024-09-26,2026-04-26,2026-04-18,24,2026-09-26,Active,153,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1658.89,0.0,0.939,Web,Valid Claim
CLM00085,VALID_85,CUS00085,PROD00085,Washing Machine,Aster,AST-WAS-0085,SN-2026-000085,2026-02-18,2027-04-18,2027-04-05,36,2029-02-18,Active,672,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,62.14,0.0,0.928,Email,Valid Claim
CLM00086,VALID_86,CUS00086,PROD00086,Washing Machine,HomePro,HOM-WAS-0086,SN-2026-000086,2024-02-17,2024-05-17,2024-05-08,12,2025-02-17,Active,276,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,891.68,0.0,0.963,Email,Valid Claim
CLM00087,VALID_87,CUS00087,PROD00087,Refrigerator,HomePro,HOM-REF-0087,SN-2026-000087,2025-02-19,2026-08-19,2026-08-14,24,2027-02-19,Active,184,Yes,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,735.8,0.0,0.901,Service Center,Valid Claim
CLM00088,VALID_88,CUS00088,PROD00088,Refrigerator,HomePro,HOM-REF-0088,SN-2026-000088,2023-01-24,2023-03-24,2023-03-20,12,2024-01-24,Active,306,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1641.4,0.0,0.944,Service Center,Valid Claim
CLM00089,VALID_89,CUS00089,PROD00089,Air Conditioner,ZenCore,ZEN-AIR-0089,SN-2026-000089,2024-04-30,2025-01-30,2025-01-22,12,2025-04-30,Active,90,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1753.77,0.0,0.955,Service Center,Valid Claim
CLM00090,VALID_90,CUS00090,PROD00090,Television,Aster,AST-TEL-0090,SN-2026-000090,2023-11-22,2024-07-22,2024-07-16,12,2024-11-22,Active,123,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,876.33,0.0,0.96,Email,Valid Claim
CLM00091,VALID_91,CUS00091,PROD00091,Television,ZenCore,ZEN-TEL-0091,SN-2026-000091,2023-06-06,2023-09-06,2023-08-28,12,2024-06-06,Active,274,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2719.25,0.0,0.981,Web,Valid Claim
CLM00092,VALID_92,CUS00092,PROD00092,Refrigerator,ZenCore,ZEN-REF-0092,SN-2026-000092,2024-10-05,2026-06-05,2026-05-29,24,2026-10-05,Active,122,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1276.11,0.0,0.949,Web,Valid Claim
CLM00093,VALID_93,CUS00093,PROD00093,Refrigerator,ZenCore,ZEN-REF-0093,SN-2026-000093,2025-08-08,2028-04-08,2028-03-25,36,2028-08-08,Active,122,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2640.43,0.0,0.986,Mobile App,Valid Claim
CLM00094,VALID_94,CUS00094,PROD00094,Washing Machine,Aster,AST-WAS-0094,SN-2026-000094,2023-05-21,2024-04-21,2024-04-14,24,2025-05-21,Active,395,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1290.72,0.0,0.986,Service Center,Valid Claim
CLM00095,VALID_95,CUS00095,PROD00095,Refrigerator,PrimeView,PRI-REF-0095,SN-2026-000095,2024-03-23,2025-01-23,2025-01-11,36,2027-03-23,Active,789,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,109.41,0.0,0.976,Service Center,Valid Claim
CLM00096,VALID_96,CUS00096,PROD00096,Refrigerator,PrimeView,PRI-REF-0096,SN-2026-000096,2024-12-18,2026-06-18,2026-06-05,36,2027-12-18,Active,548,Yes,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2390.8,0.0,0.953,Email,Valid Claim
CLM00097,VALID_97,CUS00097,PROD00097,Printer,ZenCore,ZEN-PRI-0097,SN-2026-000097,2023-08-03,2023-11-03,2023-10-29,36,2026-08-03,Active,1004,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2695.46,0.0,0.937,Mobile App,Valid Claim
CLM00098,VALID_98,CUS00098,PROD00098,Air Conditioner,ZenCore,ZEN-AIR-0098,SN-2026-000098,2024-11-16,2025-04-16,2025-04-14,12,2025-11-16,Active,214,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2092.53,0.0,0.946,Email,Valid Claim
CLM00099,VALID_99,CUS00099,PROD00099,Television,Aster,AST-TEL-0099,SN-2026-000099,2025-01-08,2025-06-08,2025-05-25,12,2026-01-08,Active,214,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2040.22,0.0,0.973,Email,Valid Claim
CLM00100,VALID_100,CUS00100,PROD00100,Smartphone,PrimeView,PRI-SMA-0100,SN-2026-000100,2023-06-03,2024-03-03,2024-02-26,12,2024-06-03,Active,92,Yes,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1029.46,0.0,0.975,Mobile App,Valid Claim
CLM00101,VALID_101,CUS00101,PROD00101,Camera,NovaTech,NOV-CAM-0101,SN-2026-000101,2025-12-04,2026-12-04,2026-11-27,36,2028-12-04,Active,731,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1976.94,0.0,0.983,Mobile App,Valid Claim
CLM00102,VALID_102,CUS00102,PROD00102,Television,HomePro,HOM-TEL-0102,SN-2026-000102,2024-10-07,2025-06-07,2025-06-01,12,2025-10-07,Active,122,Yes,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1522.27,228.44,0.915,Email,Valid Claim
CLM00103,VALID_103,CUS00103,PROD00103,Camera,HomePro,HOM-CAM-0103,SN-2026-000103,2025-01-26,2026-10-26,2026-10-21,24,2027-01-26,Active,92,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1315.82,997.04,0.923,Service Center,Valid Claim
CLM00104,VALID_104,CUS00104,PROD00104,Washing Machine,PrimeView,PRI-WAS-0104,SN-2026-000104,2025-11-19,2028-09-19,2028-09-16,36,2028-11-19,Active,61,Yes,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1815.56,0.0,0.943,Mobile App,Valid Claim
CLM00105,VALID_105,CUS00105,PROD00105,Smartphone,NovaTech,NOV-SMA-0105,SN-2026-000105,2025-08-30,2027-08-30,2027-08-27,36,2028-08-30,Active,366,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2882.58,0.0,0.946,Mobile App,Valid Claim
CLM00106,VALID_106,CUS00106,PROD00106,Printer,Aster,AST-PRI-0106,SN-2026-000106,2024-12-16,2025-02-16,2025-02-11,12,2025-12-16,Active,303,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1787.5,0.0,0.916,Web,Valid Claim
CLM00107,VALID_107,CUS00107,PROD00107,Air Conditioner,Aster,AST-AIR-0107,SN-2026-000107,2025-11-29,2027-01-29,2027-01-28,36,2028-11-29,Active,670,Yes,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1382.72,0.0,0.982,Email,Valid Claim
CLM00108,VALID_108,CUS00108,PROD00108,Refrigerator,Aster,AST-REF-0108,SN-2026-000108,2023-04-18,2024-08-18,2024-08-15,36,2026-04-18,Active,608,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1249.44,0.0,0.974,Mobile App,Valid Claim
CLM00109,VALID_109,CUS00109,PROD00109,Refrigerator,NovaTech,NOV-REF-0109,SN-2026-000109,2026-01-25,2027-05-25,2027-05-23,24,2028-01-25,Active,245,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,780.44,553.28,0.936,Email,Valid Claim
CLM00110,VALID_110,CUS00110,PROD00110,Laptop,PrimeView,PRI-LAP-0110,SN-2026-000110,2024-05-11,2024-11-11,2024-11-01,36,2027-05-11,Active,911,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2834.86,0.0,0.904,Service Center,Valid Claim
CLM00111,VALID_111,CUS00111,PROD00111,Laptop,NovaTech,NOV-LAP-0111,SN-2026-000111,2023-04-22,2023-10-22,2023-10-13,24,2025-04-22,Active,548,Yes,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2511.75,0.0,0.948,Web,Valid Claim
CLM00112,VALID_112,CUS00112,PROD00112,Laptop,PrimeView,PRI-LAP-0112,SN-2026-000112,2024-03-26,2024-12-26,2024-12-13,24,2026-03-26,Active,455,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,764.31,0.0,0.981,Service Center,Valid Claim
CLM00113,VALID_113,CUS00113,PROD00113,Television,HomePro,HOM-TEL-0113,SN-2026-000113,2025-03-14,2026-05-14,2026-05-07,24,2027-03-14,Active,304,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2441.58,0.0,0.947,Service Center,Valid Claim
CLM00114,VALID_114,CUS00114,PROD00114,Television,ZenCore,ZEN-TEL-0114,SN-2026-000114,2025-07-09,2026-04-09,2026-03-28,24,2027-07-09,Active,456,Yes,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,587.83,744.66,0.961,Mobile App,Valid Claim
CLM00115,VALID_115,CUS00115,PROD00115,Smartphone,PrimeView,PRI-SMA-0115,SN-2026-000115,2025-05-13,2025-09-13,2025-09-03,24,2027-05-13,Active,607,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,431.24,0.0,0.906,Web,Valid Claim
CLM00116,VALID_116,CUS00116,PROD00116,Camera,ZenCore,ZEN-CAM-0116,SN-2026-000116,2024-07-16,2025-04-16,2025-04-02,12,2025-07-16,Active,91,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,51.48,0.0,0.977,Mobile App,Valid Claim
CLM00117,VALID_117,CUS00117,PROD00117,Washing Machine,HomePro,HOM-WAS-0117,SN-2026-000117,2025-09-14,2026-09-14,2026-09-10,24,2027-09-14,Active,365,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2098.63,0.0,0.911,Service Center,Valid Claim
CLM00118,VALID_118,CUS00118,PROD00118,Refrigerator,NovaTech,NOV-REF-0118,SN-2026-000118,2023-06-24,2023-11-24,2023-11-23,12,2024-06-24,Active,213,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,304.63,0.0,0.904,Service Center,Valid Claim
CLM00119,VALID_119,CUS00119,PROD00119,Camera,ZenCore,ZEN-CAM-0119,SN-2026-000119,2024-10-29,2025-12-29,2025-12-25,24,2026-10-29,Active,304,Yes,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,448.2,0.0,0.982,Email,Valid Claim
CLM00120,VALID_120,CUS00120,PROD00120,Refrigerator,ZenCore,ZEN-REF-0120,SN-2026-000120,2024-03-02,2025-10-02,2025-09-22,36,2027-03-02,Active,516,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2259.66,0.0,0.911,Web,Valid Claim
CLM00121,VALID_121,CUS00121,PROD00121,Printer,PrimeView,PRI-PRI-0121,SN-2026-000121,2026-01-28,2027-01-28,2027-01-15,36,2029-01-28,Active,731,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1473.6,0.0,0.931,Web,Valid Claim
CLM00122,VALID_122,CUS00122,PROD00122,Air Conditioner,PrimeView,PRI-AIR-0122,SN-2026-000122,2025-10-29,2025-12-29,2025-12-23,24,2027-10-29,Active,669,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,343.06,0.0,0.978,Mobile App,Valid Claim
CLM00123,VALID_123,CUS00123,PROD00123,Laptop,HomePro,HOM-LAP-0123,SN-2026-000123,2024-06-29,2025-02-28,2025-02-25,12,2025-06-29,Active,121,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2047.45,0.0,0.932,Mobile App,Valid Claim
CLM00124,VALID_124,CUS00124,PROD00124,Smartphone,PrimeView,PRI-SMA-0124,SN-2026-000124,2024-07-27,2026-11-27,2026-11-22,36,2027-07-27,Active,242,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,87.14,0.0,0.971,Web,Valid Claim
CLM00125,VALID_125,CUS00125,PROD00125,Smartphone,ZenCore,ZEN-SMA-0125,SN-2026-000125,2024-07-03,2026-01-03,2025-12-23,24,2026-07-03,Active,181,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2934.06,0.0,0.955,Service Center,Valid Claim
CLM00126,VALID_126,CUS00126,PROD00126,Television,ZenCore,ZEN-TEL-0126,SN-2026-000126,2026-01-27,2026-04-27,2026-04-18,12,2027-01-27,Active,275,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2184.02,0.0,0.968,Web,Valid Claim
CLM00127,VALID_127,CUS00127,PROD00127,Television,HomePro,HOM-TEL-0127,SN-2026-000127,2023-05-21,2024-07-21,2024-07-09,24,2025-05-21,Active,304,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2403.89,0.0,0.918,Email,Valid Claim
CLM00128,VALID_128,CUS00128,PROD00128,Laptop,NovaTech,NOV-LAP-0128,SN-2026-000128,2023-03-28,2023-10-28,2023-10-17,36,2026-03-28,Active,882,Yes,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1194.04,0.0,0.988,Mobile App,Valid Claim
CLM00129,VALID_129,CUS00129,PROD00129,Air Conditioner,PrimeView,PRI-AIR-0129,SN-2026-000129,2023-07-22,2024-02-22,2024-02-11,24,2025-07-22,Active,516,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2561.02,0.0,0.927,Email,Valid Claim
CLM00130,VALID_130,CUS00130,PROD00130,Smartphone,PrimeView,PRI-SMA-0130,SN-2026-000130,2024-06-27,2025-02-27,2025-02-19,12,2025-06-27,Active,120,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,215.13,0.0,0.931,Mobile App,Valid Claim
CLM00131,VALID_131,CUS00131,PROD00131,Smartphone,NovaTech,NOV-SMA-0131,SN-2026-000131,2023-01-12,2024-04-12,2024-04-07,36,2026-01-12,Active,640,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,227.54,0.0,0.925,Mobile App,Valid Claim
CLM00132,VALID_132,CUS00132,PROD00132,Camera,HomePro,HOM-CAM-0132,SN-2026-000132,2023-07-31,2025-02-28,2025-02-26,24,2025-07-31,Active,153,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,602.99,0.0,0.98,Mobile App,Valid Claim
